record_id,line,product_variant,unit_id,date,defect_found,defect_type
D009590,Line B,Pro,LineB-PRO-00340,2026-04-14,FALSE,
D009655,Line B,Pro,LineB-PRO-00405,2026-04-14,TRUE,screen_dead_pixel
D009660,Line B,Pro,LineB-PRO-00410,2026-04-14,FALSE,
D009672,Line B,Pro,LineB-PRO-00422,2026-04-14,FALSE,
D009748,Line B,Pro,LineB-PRO-00498,2026-04-14,FALSE,
D009839,Line B,Pro,LineB-PRO-00589,2026-04-14,FALSE,
D009865,Line B,Pro,LineB-PRO-00615,2026-04-14,FALSE,
D009901,Line B,Pro,LineB-PRO-00651,2026-04-14,FALSE,
D009912,Line B,Pro,LineB-PRO-00662,2026-04-14,FALSE,
D010016,Line B,Pro,LineB-PRO-00766,2026-04-14,FALSE,
D000160,Line A,Standard,LineA-STA-00160,2026-04-15,FALSE,
D000188,Line A,Standard,LineA-STA-00188,2026-04-15,FALSE,
D000331,Line A,Standard,LineA-STA-00331,2026-04-15,FALSE,
D000418,Line A,Standard,LineA-STA-00418,2026-04-15,FALSE,
D000430,Line A,Standard,LineA-STA-00430,2026-04-15,FALSE,
D000509,Line A,Standard,LineA-STA-00509,2026-04-15,FALSE,
D000945,Line A,Standard,LineA-STA-00945,2026-04-15,FALSE,
D001031,Line A,Standard,LineA-STA-01031,2026-04-15,FALSE,
D001051,Line A,Standard,LineA-STA-01051,2026-04-15,FALSE,
D001097,Line A,Standard,LineA-STA-01097,2026-04-15,FALSE,
D001109,Line A,Standard,LineA-STA-01109,2026-04-15,FALSE,
D001127,Line A,Standard,LineA-STA-01127,2026-04-15,FALSE,
D001191,Line A,Standard,LineA-STA-01191,2026-04-15,FALSE,
D001193,Line A,Standard,LineA-STA-01193,2026-04-15,FALSE,
D001424,Line A,Standard,LineA-STA-01424,2026-04-15,FALSE,
D001489,Line A,Standard,LineA-STA-01489,2026-04-15,FALSE,
D001538,Line A,Standard,LineA-STA-01538,2026-04-15,FALSE,
D001850,Line A,Standard,LineA-STA-01850,2026-04-15,FALSE,
D002008,Line A,Standard,LineA-STA-02008,2026-04-15,FALSE,
D002096,Line A,Standard,LineA-STA-02096,2026-04-15,FALSE,
D002319,Line A,Pro,LineA-PRO-00069,2026-04-15,FALSE,
D002384,Line A,Pro,LineA-PRO-00134,2026-04-15,FALSE,
D002414,Line A,Pro,LineA-PRO-00164,2026-04-15,FALSE,
D002502,Line A,Pro,LineA-PRO-00252,2026-04-15,FALSE,
D002667,Line A,Pro,LineA-PRO-00417,2026-04-15,FALSE,
D002756,Line A,Pro,LineA-PRO-00506,2026-04-15,FALSE,
D002780,Line A,Pro,LineA-PRO-00530,2026-04-15,FALSE,
D002792,Line A,Pro,LineA-PRO-00542,2026-04-15,FALSE,
D002827,Line A,Pro,LineA-PRO-00577,2026-04-15,FALSE,
D002930,Line A,Pro,LineA-PRO-00680,2026-04-15,FALSE,
D002949,Line A,Pro,LineA-PRO-00699,2026-04-15,FALSE,
D002991,Line A,Pro,LineA-PRO-00741,2026-04-15,FALSE,
D003054,Line A,Pro,LineA-PRO-00804,2026-04-15,FALSE,
D003100,Line A,Pro,LineA-PRO-00850,2026-04-15,FALSE,
D003288,Line A,Pro,LineA-PRO-01038,2026-04-15,FALSE,
D003317,Line A,Pro,LineA-PRO-01067,2026-04-15,FALSE,
D003386,Line A,Pro,LineA-PRO-01136,2026-04-15,FALSE,
D003390,Line A,Pro,LineA-PRO-01140,2026-04-15,FALSE,
D003402,Line A,Pro,LineA-PRO-01152,2026-04-15,FALSE,
D003526,Line A,Pro,LineA-PRO-01276,2026-04-15,FALSE,
D003576,Line A,Pro,LineA-PRO-01326,2026-04-15,FALSE,
D003704,Line A,Pro,LineA-PRO-01454,2026-04-15,FALSE,
D003740,Line A,Pro,LineA-PRO-01490,2026-04-15,FALSE,
D003774,Line A,Pro,LineA-PRO-01524,2026-04-15,FALSE,
D003854,Line A,Pro,LineA-PRO-01604,2026-04-15,FALSE,
D003993,Line A,Pro,LineA-PRO-01743,2026-04-15,FALSE,
D004028,Line A,Pro,LineA-PRO-01778,2026-04-15,FALSE,
D004037,Line A,Pro,LineA-PRO-01787,2026-04-15,FALSE,
D004192,Line A,Pro,LineA-PRO-01942,2026-04-15,FALSE,
D004219,Line A,Pro,LineA-PRO-01969,2026-04-15,FALSE,
D004244,Line A,Pro,LineA-PRO-01994,2026-04-15,FALSE,
D004266,Line A,Pro,LineA-PRO-02016,2026-04-15,FALSE,
D004311,Line A,Pro,LineA-PRO-02061,2026-04-15,FALSE,
D004393,Line A,Pro,LineA-PRO-02143,2026-04-15,FALSE,
D004520,Line A,Pro,LineA-PRO-02270,2026-04-15,TRUE,solder_joint
D004611,Line A,Pro,LineA-PRO-02361,2026-04-15,FALSE,
D004726,Line A,Pro,LineA-PRO-02476,2026-04-15,FALSE,
D004913,Line A,Pro,LineA-PRO-02663,2026-04-15,FALSE,
D005157,Line B,Standard,LineB-STA-00157,2026-04-15,FALSE,
D005168,Line B,Standard,LineB-STA-00168,2026-04-15,FALSE,
D005259,Line B,Standard,LineB-STA-00259,2026-04-15,FALSE,
D005267,Line B,Standard,LineB-STA-00267,2026-04-15,FALSE,
D005272,Line B,Standard,LineB-STA-00272,2026-04-15,FALSE,
D005501,Line B,Standard,LineB-STA-00501,2026-04-15,FALSE,
D005790,Line B,Standard,LineB-STA-00790,2026-04-15,FALSE,
D005871,Line B,Standard,LineB-STA-00871,2026-04-15,FALSE,
D006074,Line B,Standard,LineB-STA-01074,2026-04-15,FALSE,
D006083,Line B,Standard,LineB-STA-01083,2026-04-15,FALSE,
D006132,Line B,Standard,LineB-STA-01132,2026-04-15,FALSE,
D006176,Line B,Standard,LineB-STA-01176,2026-04-15,FALSE,
D006296,Line B,Standard,LineB-STA-01296,2026-04-15,FALSE,
D006396,Line B,Standard,LineB-STA-01396,2026-04-15,FALSE,
D006438,Line B,Standard,LineB-STA-01438,2026-04-15,FALSE,
D006602,Line B,Standard,LineB-STA-01602,2026-04-15,FALSE,
D006618,Line B,Standard,LineB-STA-01618,2026-04-15,FALSE,
D006651,Line B,Standard,LineB-STA-01651,2026-04-15,FALSE,
D006778,Line B,Standard,LineB-STA-01778,2026-04-15,FALSE,
D006853,Line B,Standard,LineB-STA-01853,2026-04-15,FALSE,
D006970,Line B,Standard,LineB-STA-01970,2026-04-15,TRUE,screen_dead_pixel
D007022,Line B,Standard,LineB-STA-02022,2026-04-15,FALSE,
D007169,Line B,Standard,LineB-STA-02169,2026-04-15,FALSE,
D007292,Line B,Standard,LineB-STA-02292,2026-04-15,FALSE,
D007444,Line B,Standard,LineB-STA-02444,2026-04-15,FALSE,
D007726,Line B,Standard,LineB-STA-02726,2026-04-15,FALSE,
D007831,Line B,Standard,LineB-STA-02831,2026-04-15,FALSE,
D007883,Line B,Standard,LineB-STA-02883,2026-04-15,FALSE,
D007915,Line B,Standard,LineB-STA-02915,2026-04-15,FALSE,
D007974,Line B,Standard,LineB-STA-02974,2026-04-15,FALSE,
D008174,Line B,Standard,LineB-STA-03174,2026-04-15,FALSE,
D008209,Line B,Standard,LineB-STA-03209,2026-04-15,FALSE,
D008289,Line B,Standard,LineB-STA-03289,2026-04-15,TRUE,solder_joint
D008697,Line B,Standard,LineB-STA-03697,2026-04-15,FALSE,
D008784,Line B,Standard,LineB-STA-03784,2026-04-15,FALSE,
D008868,Line B,Standard,LineB-STA-03868,2026-04-15,FALSE,
D008983,Line B,Standard,LineB-STA-03983,2026-04-15,FALSE,
D009000,Line B,Standard,LineB-STA-04000,2026-04-15,FALSE,
D009175,Line B,Standard,LineB-STA-04175,2026-04-15,FALSE,
D009231,Line B,Standard,LineB-STA-04231,2026-04-15,FALSE,
D009246,Line B,Standard,LineB-STA-04246,2026-04-15,FALSE,
D009450,Line B,Pro,LineB-PRO-00200,2026-04-15,FALSE,
D009493,Line B,Pro,LineB-PRO-00243,2026-04-15,FALSE,
D009572,Line B,Pro,LineB-PRO-00322,2026-04-15,FALSE,
D009618,Line B,Pro,LineB-PRO-00368,2026-04-15,FALSE,
D009716,Line B,Pro,LineB-PRO-00466,2026-04-15,FALSE,
D009739,Line B,Pro,LineB-PRO-00489,2026-04-15,FALSE,
D009744,Line B,Pro,LineB-PRO-00494,2026-04-15,FALSE,
D009791,Line B,Pro,LineB-PRO-00541,2026-04-15,FALSE,
D009825,Line B,Pro,LineB-PRO-00575,2026-04-15,FALSE,
D000048,Line A,Standard,LineA-STA-00048,2026-04-16,FALSE,
D000114,Line A,Standard,LineA-STA-00114,2026-04-16,FALSE,
D000245,Line A,Standard,LineA-STA-00245,2026-04-16,FALSE,
D000378,Line A,Standard,LineA-STA-00378,2026-04-16,FALSE,
D000388,Line A,Standard,LineA-STA-00388,2026-04-16,FALSE,
D000486,Line A,Standard,LineA-STA-00486,2026-04-16,FALSE,
D000622,Line A,Standard,LineA-STA-00622,2026-04-16,FALSE,
D001124,Line A,Standard,LineA-STA-01124,2026-04-16,FALSE,
D001212,Line A,Standard,LineA-STA-01212,2026-04-16,FALSE,
D001308,Line A,Standard,LineA-STA-01308,2026-04-16,FALSE,
D001353,Line A,Standard,LineA-STA-01353,2026-04-16,FALSE,
D001391,Line A,Standard,LineA-STA-01391,2026-04-16,FALSE,
D001497,Line A,Standard,LineA-STA-01497,2026-04-16,FALSE,
D001513,Line A,Standard,LineA-STA-01513,2026-04-16,FALSE,
D001562,Line A,Standard,LineA-STA-01562,2026-04-16,FALSE,
D001662,Line A,Standard,LineA-STA-01662,2026-04-16,FALSE,
D001670,Line A,Standard,LineA-STA-01670,2026-04-16,FALSE,
D001701,Line A,Standard,LineA-STA-01701,2026-04-16,FALSE,
D001725,Line A,Standard,LineA-STA-01725,2026-04-16,FALSE,
D002063,Line A,Standard,LineA-STA-02063,2026-04-16,FALSE,
D002190,Line A,Standard,LineA-STA-02190,2026-04-16,FALSE,
D002493,Line A,Pro,LineA-PRO-00243,2026-04-16,FALSE,
D002580,Line A,Pro,LineA-PRO-00330,2026-04-16,FALSE,
D002635,Line A,Pro,LineA-PRO-00385,2026-04-16,FALSE,
D002677,Line A,Pro,LineA-PRO-00427,2026-04-16,FALSE,
D002741,Line A,Pro,LineA-PRO-00491,2026-04-16,FALSE,
D002970,Line A,Pro,LineA-PRO-00720,2026-04-16,FALSE,
D003076,Line A,Pro,LineA-PRO-00826,2026-04-16,TRUE,solder_joint
D003196,Line A,Pro,LineA-PRO-00946,2026-04-16,FALSE,
D003207,Line A,Pro,LineA-PRO-00957,2026-04-16,FALSE,
D003222,Line A,Pro,LineA-PRO-00972,2026-04-16,FALSE,
D003305,Line A,Pro,LineA-PRO-01055,2026-04-16,FALSE,
D003329,Line A,Pro,LineA-PRO-01079,2026-04-16,FALSE,
D003335,Line A,Pro,LineA-PRO-01085,2026-04-16,FALSE,
D003388,Line A,Pro,LineA-PRO-01138,2026-04-16,FALSE,
D003427,Line A,Pro,LineA-PRO-01177,2026-04-16,FALSE,
D003442,Line A,Pro,LineA-PRO-01192,2026-04-16,FALSE,
D003463,Line A,Pro,LineA-PRO-01213,2026-04-16,FALSE,
D003505,Line A,Pro,LineA-PRO-01255,2026-04-16,FALSE,
D003743,Line A,Pro,LineA-PRO-01493,2026-04-16,TRUE,battery_swell
D003752,Line A,Pro,LineA-PRO-01502,2026-04-16,FALSE,
D003801,Line A,Pro,LineA-PRO-01551,2026-04-16,FALSE,
D003901,Line A,Pro,LineA-PRO-01651,2026-04-16,FALSE,
D003907,Line A,Pro,LineA-PRO-01657,2026-04-16,FALSE,
D004039,Line A,Pro,LineA-PRO-01789,2026-04-16,FALSE,
D004066,Line A,Pro,LineA-PRO-01816,2026-04-16,FALSE,
D004114,Line A,Pro,LineA-PRO-01864,2026-04-16,FALSE,
D004376,Line A,Pro,LineA-PRO-02126,2026-04-16,FALSE,
D004404,Line A,Pro,LineA-PRO-02154,2026-04-16,FALSE,
D004417,Line A,Pro,LineA-PRO-02167,2026-04-16,FALSE,
D004526,Line A,Pro,LineA-PRO-02276,2026-04-16,FALSE,
D004529,Line A,Pro,LineA-PRO-02279,2026-04-16,FALSE,
D004599,Line A,Pro,LineA-PRO-02349,2026-04-16,FALSE,
D004608,Line A,Pro,LineA-PRO-02358,2026-04-16,FALSE,
D004612,Line A,Pro,LineA-PRO-02362,2026-04-16,FALSE,
D004618,Line A,Pro,LineA-PRO-02368,2026-04-16,FALSE,
D004637,Line A,Pro,LineA-PRO-02387,2026-04-16,TRUE,battery_swell
D004683,Line A,Pro,LineA-PRO-02433,2026-04-16,FALSE,
D004697,Line A,Pro,LineA-PRO-02447,2026-04-16,FALSE,
D004754,Line A,Pro,LineA-PRO-02504,2026-04-16,FALSE,
D004828,Line A,Pro,LineA-PRO-02578,2026-04-16,FALSE,
D004873,Line A,Pro,LineA-PRO-02623,2026-04-16,FALSE,
D004882,Line A,Pro,LineA-PRO-02632,2026-04-16,FALSE,
D004959,Line A,Pro,LineA-PRO-02709,2026-04-16,TRUE,battery_swell
D005016,Line B,Standard,LineB-STA-00016,2026-04-16,FALSE,
D005029,Line B,Standard,LineB-STA-00029,2026-04-16,FALSE,
D005051,Line B,Standard,LineB-STA-00051,2026-04-16,FALSE,
D005118,Line B,Standard,LineB-STA-00118,2026-04-16,FALSE,
D005159,Line B,Standard,LineB-STA-00159,2026-04-16,FALSE,
D005370,Line B,Standard,LineB-STA-00370,2026-04-16,FALSE,
D005498,Line B,Standard,LineB-STA-00498,2026-04-16,FALSE,
D005515,Line B,Standard,LineB-STA-00515,2026-04-16,FALSE,
D005637,Line B,Standard,LineB-STA-00637,2026-04-16,FALSE,
D005664,Line B,Standard,LineB-STA-00664,2026-04-16,FALSE,
D005732,Line B,Standard,LineB-STA-00732,2026-04-16,FALSE,
D005781,Line B,Standard,LineB-STA-00781,2026-04-16,FALSE,
D006105,Line B,Standard,LineB-STA-01105,2026-04-16,FALSE,
D006291,Line B,Standard,LineB-STA-01291,2026-04-16,FALSE,
D006415,Line B,Standard,LineB-STA-01415,2026-04-16,FALSE,
D006433,Line B,Standard,LineB-STA-01433,2026-04-16,FALSE,
D006539,Line B,Standard,LineB-STA-01539,2026-04-16,TRUE,firmware_flash_fail
D006934,Line B,Standard,LineB-STA-01934,2026-04-16,FALSE,
D006948,Line B,Standard,LineB-STA-01948,2026-04-16,FALSE,
D006954,Line B,Standard,LineB-STA-01954,2026-04-16,FALSE,
D006957,Line B,Standard,LineB-STA-01957,2026-04-16,TRUE,screen_dead_pixel
D007141,Line B,Standard,LineB-STA-02141,2026-04-16,FALSE,
D007170,Line B,Standard,LineB-STA-02170,2026-04-16,FALSE,
D007259,Line B,Standard,LineB-STA-02259,2026-04-16,FALSE,
D007270,Line B,Standard,LineB-STA-02270,2026-04-16,FALSE,
D007282,Line B,Standard,LineB-STA-02282,2026-04-16,FALSE,
D007358,Line B,Standard,LineB-STA-02358,2026-04-16,FALSE,
D007607,Line B,Standard,LineB-STA-02607,2026-04-16,FALSE,
D007622,Line B,Standard,LineB-STA-02622,2026-04-16,FALSE,
D007706,Line B,Standard,LineB-STA-02706,2026-04-16,FALSE,
D007902,Line B,Standard,LineB-STA-02902,2026-04-16,FALSE,
D007997,Line B,Standard,LineB-STA-02997,2026-04-16,FALSE,
D008161,Line B,Standard,LineB-STA-03161,2026-04-16,FALSE,
D008316,Line B,Standard,LineB-STA-03316,2026-04-16,FALSE,
D008362,Line B,Standard,LineB-STA-03362,2026-04-16,FALSE,
D008505,Line B,Standard,LineB-STA-03505,2026-04-16,FALSE,
D008590,Line B,Standard,LineB-STA-03590,2026-04-16,FALSE,
D008636,Line B,Standard,LineB-STA-03636,2026-04-16,FALSE,
D008772,Line B,Standard,LineB-STA-03772,2026-04-16,FALSE,
D008855,Line B,Standard,LineB-STA-03855,2026-04-16,FALSE,
D008861,Line B,Standard,LineB-STA-03861,2026-04-16,FALSE,
D009041,Line B,Standard,LineB-STA-04041,2026-04-16,FALSE,
D009049,Line B,Standard,LineB-STA-04049,2026-04-16,FALSE,
D009213,Line B,Standard,LineB-STA-04213,2026-04-16,FALSE,
D009296,Line B,Pro,LineB-PRO-00046,2026-04-16,FALSE,
D009310,Line B,Pro,LineB-PRO-00060,2026-04-16,FALSE,
D009496,Line B,Pro,LineB-PRO-00246,2026-04-16,TRUE,battery_swell
D009500,Line B,Pro,LineB-PRO-00250,2026-04-16,FALSE,
D009579,Line B,Pro,LineB-PRO-00329,2026-04-16,FALSE,
D009623,Line B,Pro,LineB-PRO-00373,2026-04-16,FALSE,
D009708,Line B,Pro,LineB-PRO-00458,2026-04-16,FALSE,
D009725,Line B,Pro,LineB-PRO-00475,2026-04-16,FALSE,
D009754,Line B,Pro,LineB-PRO-00504,2026-04-16,FALSE,
D009927,Line B,Pro,LineB-PRO-00677,2026-04-16,FALSE,
D009937,Line B,Pro,LineB-PRO-00687,2026-04-16,FALSE,
D009995,Line B,Pro,LineB-PRO-00745,2026-04-16,FALSE,
D000040,Line A,Standard,LineA-STA-00040,2026-04-17,FALSE,
D000115,Line A,Standard,LineA-STA-00115,2026-04-17,FALSE,
D000440,Line A,Standard,LineA-STA-00440,2026-04-17,FALSE,
D000491,Line A,Standard,LineA-STA-00491,2026-04-17,FALSE,
D000857,Line A,Standard,LineA-STA-00857,2026-04-17,FALSE,
D001249,Line A,Standard,LineA-STA-01249,2026-04-17,FALSE,
D001251,Line A,Standard,LineA-STA-01251,2026-04-17,FALSE,
D001297,Line A,Standard,LineA-STA-01297,2026-04-17,FALSE,
D001316,Line A,Standard,LineA-STA-01316,2026-04-17,FALSE,
D001343,Line A,Standard,LineA-STA-01343,2026-04-17,FALSE,
D001356,Line A,Standard,LineA-STA-01356,2026-04-17,FALSE,
D001433,Line A,Standard,LineA-STA-01433,2026-04-17,FALSE,
D001511,Line A,Standard,LineA-STA-01511,2026-04-17,FALSE,
D001638,Line A,Standard,LineA-STA-01638,2026-04-17,FALSE,
D001705,Line A,Standard,LineA-STA-01705,2026-04-17,FALSE,
D001722,Line A,Standard,LineA-STA-01722,2026-04-17,FALSE,
D001840,Line A,Standard,LineA-STA-01840,2026-04-17,FALSE,
D001883,Line A,Standard,LineA-STA-01883,2026-04-17,FALSE,
D002069,Line A,Standard,LineA-STA-02069,2026-04-17,FALSE,
D002228,Line A,Standard,LineA-STA-02228,2026-04-17,TRUE,component_misalignment
D002276,Line A,Pro,LineA-PRO-00026,2026-04-17,FALSE,
D002373,Line A,Pro,LineA-PRO-00123,2026-04-17,FALSE,
D002378,Line A,Pro,LineA-PRO-00128,2026-04-17,FALSE,
D002496,Line A,Pro,LineA-PRO-00246,2026-04-17,FALSE,
D002656,Line A,Pro,LineA-PRO-00406,2026-04-17,FALSE,
D002719,Line A,Pro,LineA-PRO-00469,2026-04-17,FALSE,
D002821,Line A,Pro,LineA-PRO-00571,2026-04-17,FALSE,
D002880,Line A,Pro,LineA-PRO-00630,2026-04-17,FALSE,
D003003,Line A,Pro,LineA-PRO-00753,2026-04-17,FALSE,
D003030,Line A,Pro,LineA-PRO-00780,2026-04-17,FALSE,
D003058,Line A,Pro,LineA-PRO-00808,2026-04-17,FALSE,
D003291,Line A,Pro,LineA-PRO-01041,2026-04-17,FALSE,
D003307,Line A,Pro,LineA-PRO-01057,2026-04-17,TRUE,component_misalignment
D003311,Line A,Pro,LineA-PRO-01061,2026-04-17,FALSE,
D003313,Line A,Pro,LineA-PRO-01063,2026-04-17,FALSE,
D003552,Line A,Pro,LineA-PRO-01302,2026-04-17,TRUE,housing_crack
D003859,Line A,Pro,LineA-PRO-01609,2026-04-17,FALSE,
D003914,Line A,Pro,LineA-PRO-01664,2026-04-17,FALSE,
D003975,Line A,Pro,LineA-PRO-01725,2026-04-17,FALSE,
D003985,Line A,Pro,LineA-PRO-01735,2026-04-17,FALSE,
D003996,Line A,Pro,LineA-PRO-01746,2026-04-17,FALSE,
D004091,Line A,Pro,LineA-PRO-01841,2026-04-17,FALSE,
D004121,Line A,Pro,LineA-PRO-01871,2026-04-17,FALSE,
D004165,Line A,Pro,LineA-PRO-01915,2026-04-17,FALSE,
D004241,Line A,Pro,LineA-PRO-01991,2026-04-17,TRUE,component_misalignment
D004335,Line A,Pro,LineA-PRO-02085,2026-04-17,FALSE,
D004351,Line A,Pro,LineA-PRO-02101,2026-04-17,FALSE,
D004499,Line A,Pro,LineA-PRO-02249,2026-04-17,FALSE,
D004568,Line A,Pro,LineA-PRO-02318,2026-04-17,FALSE,
D004592,Line A,Pro,LineA-PRO-02342,2026-04-17,FALSE,
D004595,Line A,Pro,LineA-PRO-02345,2026-04-17,FALSE,
D004649,Line A,Pro,LineA-PRO-02399,2026-04-17,FALSE,
D004784,Line A,Pro,LineA-PRO-02534,2026-04-17,FALSE,
D004930,Line A,Pro,LineA-PRO-02680,2026-04-17,FALSE,
D004932,Line A,Pro,LineA-PRO-02682,2026-04-17,FALSE,
D005003,Line B,Standard,LineB-STA-00003,2026-04-17,FALSE,
D005035,Line B,Standard,LineB-STA-00035,2026-04-17,FALSE,
D005041,Line B,Standard,LineB-STA-00041,2026-04-17,FALSE,
D005046,Line B,Standard,LineB-STA-00046,2026-04-17,FALSE,
D005154,Line B,Standard,LineB-STA-00154,2026-04-17,FALSE,
D005214,Line B,Standard,LineB-STA-00214,2026-04-17,FALSE,
D005277,Line B,Standard,LineB-STA-00277,2026-04-17,FALSE,
D005320,Line B,Standard,LineB-STA-00320,2026-04-17,FALSE,
D005374,Line B,Standard,LineB-STA-00374,2026-04-17,FALSE,
D005494,Line B,Standard,LineB-STA-00494,2026-04-17,FALSE,
D005600,Line B,Standard,LineB-STA-00600,2026-04-17,FALSE,
D005729,Line B,Standard,LineB-STA-00729,2026-04-17,FALSE,
D005810,Line B,Standard,LineB-STA-00810,2026-04-17,FALSE,
D005945,Line B,Standard,LineB-STA-00945,2026-04-17,FALSE,
D005991,Line B,Standard,LineB-STA-00991,2026-04-17,FALSE,
D006057,Line B,Standard,LineB-STA-01057,2026-04-17,FALSE,
D006141,Line B,Standard,LineB-STA-01141,2026-04-17,FALSE,
D006210,Line B,Standard,LineB-STA-01210,2026-04-17,FALSE,
D006288,Line B,Standard,LineB-STA-01288,2026-04-17,FALSE,
D006380,Line B,Standard,LineB-STA-01380,2026-04-17,FALSE,
D006488,Line B,Standard,LineB-STA-01488,2026-04-17,FALSE,
D006584,Line B,Standard,LineB-STA-01584,2026-04-17,FALSE,
D006914,Line B,Standard,LineB-STA-01914,2026-04-17,FALSE,
D007000,Line B,Standard,LineB-STA-02000,2026-04-17,FALSE,
D007068,Line B,Standard,LineB-STA-02068,2026-04-17,FALSE,
D007080,Line B,Standard,LineB-STA-02080,2026-04-17,FALSE,
D007083,Line B,Standard,LineB-STA-02083,2026-04-17,FALSE,
D007106,Line B,Standard,LineB-STA-02106,2026-04-17,FALSE,
D007165,Line B,Standard,LineB-STA-02165,2026-04-17,FALSE,
D007534,Line B,Standard,LineB-STA-02534,2026-04-17,FALSE,
D007877,Line B,Standard,LineB-STA-02877,2026-04-17,FALSE,
D007909,Line B,Standard,LineB-STA-02909,2026-04-17,FALSE,
D008048,Line B,Standard,LineB-STA-03048,2026-04-17,FALSE,
D008120,Line B,Standard,LineB-STA-03120,2026-04-17,FALSE,
D008251,Line B,Standard,LineB-STA-03251,2026-04-17,FALSE,
D008275,Line B,Standard,LineB-STA-03275,2026-04-17,FALSE,
D008290,Line B,Standard,LineB-STA-03290,2026-04-17,FALSE,
D008507,Line B,Standard,LineB-STA-03507,2026-04-17,TRUE,battery_swell
D008512,Line B,Standard,LineB-STA-03512,2026-04-17,FALSE,
D008536,Line B,Standard,LineB-STA-03536,2026-04-17,FALSE,
D008633,Line B,Standard,LineB-STA-03633,2026-04-17,FALSE,
D008664,Line B,Standard,LineB-STA-03664,2026-04-17,FALSE,
D009122,Line B,Standard,LineB-STA-04122,2026-04-17,FALSE,
D009300,Line B,Pro,LineB-PRO-00050,2026-04-17,FALSE,
D009467,Line B,Pro,LineB-PRO-00217,2026-04-17,FALSE,
D009678,Line B,Pro,LineB-PRO-00428,2026-04-17,FALSE,
D009722,Line B,Pro,LineB-PRO-00472,2026-04-17,FALSE,
D009728,Line B,Pro,LineB-PRO-00478,2026-04-17,FALSE,
D009985,Line B,Pro,LineB-PRO-00735,2026-04-17,FALSE,
D000092,Line A,Standard,LineA-STA-00092,2026-04-18,FALSE,
D000131,Line A,Standard,LineA-STA-00131,2026-04-18,FALSE,
D000139,Line A,Standard,LineA-STA-00139,2026-04-18,FALSE,
D000204,Line A,Standard,LineA-STA-00204,2026-04-18,FALSE,
D000268,Line A,Standard,LineA-STA-00268,2026-04-18,FALSE,
D000285,Line A,Standard,LineA-STA-00285,2026-04-18,FALSE,
D000326,Line A,Standard,LineA-STA-00326,2026-04-18,FALSE,
D000356,Line A,Standard,LineA-STA-00356,2026-04-18,FALSE,
D000395,Line A,Standard,LineA-STA-00395,2026-04-18,FALSE,
D000470,Line A,Standard,LineA-STA-00470,2026-04-18,FALSE,
D000483,Line A,Standard,LineA-STA-00483,2026-04-18,FALSE,
D000534,Line A,Standard,LineA-STA-00534,2026-04-18,FALSE,
D000589,Line A,Standard,LineA-STA-00589,2026-04-18,FALSE,
D000682,Line A,Standard,LineA-STA-00682,2026-04-18,FALSE,
D000696,Line A,Standard,LineA-STA-00696,2026-04-18,FALSE,
D000807,Line A,Standard,LineA-STA-00807,2026-04-18,FALSE,
D000887,Line A,Standard,LineA-STA-00887,2026-04-18,FALSE,
D000910,Line A,Standard,LineA-STA-00910,2026-04-18,FALSE,
D000923,Line A,Standard,LineA-STA-00923,2026-04-18,FALSE,
D000962,Line A,Standard,LineA-STA-00962,2026-04-18,FALSE,
D001122,Line A,Standard,LineA-STA-01122,2026-04-18,FALSE,
D001136,Line A,Standard,LineA-STA-01136,2026-04-18,FALSE,
D001151,Line A,Standard,LineA-STA-01151,2026-04-18,FALSE,
D001160,Line A,Standard,LineA-STA-01160,2026-04-18,FALSE,
D001224,Line A,Standard,LineA-STA-01224,2026-04-18,FALSE,
D001244,Line A,Standard,LineA-STA-01244,2026-04-18,FALSE,
D001367,Line A,Standard,LineA-STA-01367,2026-04-18,FALSE,
D001369,Line A,Standard,LineA-STA-01369,2026-04-18,FALSE,
D001390,Line A,Standard,LineA-STA-01390,2026-04-18,FALSE,
D001397,Line A,Standard,LineA-STA-01397,2026-04-18,FALSE,
D001500,Line A,Standard,LineA-STA-01500,2026-04-18,FALSE,
D001652,Line A,Standard,LineA-STA-01652,2026-04-18,FALSE,
D001700,Line A,Standard,LineA-STA-01700,2026-04-18,FALSE,
D001760,Line A,Standard,LineA-STA-01760,2026-04-18,FALSE,
D001862,Line A,Standard,LineA-STA-01862,2026-04-18,FALSE,
D002145,Line A,Standard,LineA-STA-02145,2026-04-18,FALSE,
D002169,Line A,Standard,LineA-STA-02169,2026-04-18,FALSE,
D002267,Line A,Pro,LineA-PRO-00017,2026-04-18,FALSE,
D002277,Line A,Pro,LineA-PRO-00027,2026-04-18,FALSE,
D002285,Line A,Pro,LineA-PRO-00035,2026-04-18,FALSE,
D002287,Line A,Pro,LineA-PRO-00037,2026-04-18,FALSE,
D002617,Line A,Pro,LineA-PRO-00367,2026-04-18,FALSE,
D002681,Line A,Pro,LineA-PRO-00431,2026-04-18,FALSE,
D002699,Line A,Pro,LineA-PRO-00449,2026-04-18,FALSE,
D002813,Line A,Pro,LineA-PRO-00563,2026-04-18,FALSE,
D002896,Line A,Pro,LineA-PRO-00646,2026-04-18,FALSE,
D002945,Line A,Pro,LineA-PRO-00695,2026-04-18,FALSE,
D003097,Line A,Pro,LineA-PRO-00847,2026-04-18,FALSE,
D003155,Line A,Pro,LineA-PRO-00905,2026-04-18,FALSE,
